,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
53,A. Laporte,25,189,85,France,87,Left,3,2,Medium/Medium,LCB,64.0,50.0,71.0,68.0,88.0,82.0,Leadership,58,45,86,81,40,63,61,69,80,77,61,66,59,87,60,68,78,78,85,47,79,87,54,65,44,85,88,89,88,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,67+2,67+2,67+2,67+2,74+2,74+2,74+2,67+2,78+2,82+2,82+2,82+2,78+2,80+2,85+2,85+2,85+2,80+2
69,Marquinhos,25,183,75,Brazil,86,Right,3,3,Medium/High,RCB,74.0,41.0,73.0,70.0,86.0,77.0,Inflexible,68,33,84,82,31,64,55,32,82,79,72,76,69,85,68,61,89,76,75,35,80,86,59,68,47,86,86,87,87,63+3,63+3,63+3,66+3,66+3,66+3,66+3,66+3,68+3,68+3,68+3,70+3,74+3,74+3,74+3,70+3,79+3,82+3,82+3,82+3,79+3,81+3,83+3,83+3,83+3,81+3
70,L. Bonucci,32,190,85,Italy,86,Right,4,2,Low/High,RCB,58.0,58.0,69.0,70.0,87.0,79.0,"Long Throw-in, Diver, Leadership, Long Passer (CPU AI Only)",44,48,84,77,58,69,56,61,85,75,55,60,61,84,55,74,85,68,82,65,82,90,38,74,70,86,90,86,80,64+3,64+3,64+3,62+3,65+3,65+3,65+3,62+3,68+3,68+3,68+3,65+3,74+3,74+3,74+3,65+3,73+3,82+3,82+3,82+3,73+3,75+3,84+3,84+3,84+3,75+3
71,M. Škriniar,24,187,80,Slovakia,86,Right,4,2,Medium/High,LCB,69.0,41.0,59.0,66.0,87.0,82.0,,40,42,82,73,40,67,34,30,69,69,70,69,48,83,51,50,78,75,85,30,86,86,30,57,56,81,92,87,83,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,62+2,74+2,79+2,79+2,79+2,74+2,76+2,84+2,84+2,84+2,76+2
98,C. Lenglet,24,186,81,France,85,Left,4,2,Medium/High,LCB,75.0,45.0,68.0,65.0,86.0,80.0,Long Passer (CPU AI Only),55,39,82,81,37,57,59,31,75,76,77,74,62,84,60,58,86,75,82,46,80,87,54,66,49,82,90,83,81,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,77+2,81+2,81+2,81+2,77+2,79+2,83+2,83+2,83+2,79+2
99,R. Varane,26,191,81,France,85,Right,3,2,Medium/High,RCB,83.0,45.0,62.0,63.0,85.0,80.0,,36,40,83,75,42,55,46,52,76,77,79,86,63,83,38,52,79,72,86,53,77,82,44,59,43,84,87,86,85,62+3,62+3,62+3,61+3,62+3,62+3,62+3,61+3,64+3,64+3,64+3,64+3,69+3,69+3,69+3,64+3,74+3,79+3,79+3,79+3,74+3,77+3,83+3,83+3,83+3,77+3
100,N. Süle,23,195,97,Germany,85,Right,3,2,Medium/Medium,RCB,72.0,42.0,55.0,50.0,86.0,82.0,,34,22,86,78,33,43,28,30,69,63,53,87,34,81,33,77,40,66,94,62,83,81,26,40,32,75,85,89,87,57+2,57+2,57+2,50+2,53+2,53+2,53+2,50+2,54+2,54+2,54+2,54+2,62+2,62+2,62+2,54+2,71+2,77+2,77+2,77+2,71+2,75+2,83+2,83+2,83+2,75+2
101,J. Giménez,24,185,80,Uruguay,85,Right,3,2,Medium/High,RCB,69.0,45.0,52.0,54.0,86.0,82.0,Injury Prone,47,37,81,69,30,50,36,44,62,60,67,70,54,79,39,72,89,64,88,48,89,85,24,27,38,75,88,86,86,56+2,56+2,56+2,52+2,52+2,52+2,52+2,52+2,51+2,51+2,51+2,54+2,58+2,58+2,58+2,54+2,71+2,74+2,74+2,74+2,71+2,74+2,83+2,83+2,83+2,74+2
102,K. Manolas,28,189,83,Greece,85,Right,2,2,Low/High,RCB,82.0,25.0,42.0,60.0,86.0,81.0,Injury Prone,27,25,80,60,16,54,30,10,61,65,81,83,68,82,60,40,86,72,82,12,86,86,25,22,26,85,87,87,89,51+3,51+3,51+3,50+3,50+3,50+3,50+3,50+3,50+3,50+3,50+3,53+3,55+3,55+3,55+3,53+3,71+3,74+3,74+3,74+3,71+3,75+3,83+3,83+3,83+3,75+3
143,L. Hernández,23,182,76,France,84,Left,3,2,High/High,LCB,81.0,54.0,70.0,71.0,83.0,82.0,Long Passer (CPU AI Only),78,53,82,79,46,65,59,39,63,79,79,83,70,85,68,62,85,83,79,51,86,83,62,63,42,76,81,84,86,68+3,68+3,68+3,70+3,69+3,69+3,69+3,70+3,69+3,69+3,69+3,72+3,72+3,72+3,72+3,72+3,81+3,79+3,79+3,79+3,81+3,82+3,82+3,82+3,82+3,82+3
147,Sokratis,31,186,85,Greece,84,Right,2,2,Medium/High,RCB,72.0,51.0,52.0,60.0,84.0,83.0,"Diver, Avoids Using Weaker Foot",47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,63+3,63+3,63+3,57+3,59+3,59+3,59+3,57+3,57+3,57+3,57+3,59+3,60+3,60+3,60+3,59+3,71+3,72+3,72+3,72+3,71+3,74+3,82+3,82+3,82+3,74+3
148,Pepe,36,188,81,Portugal,84,Right,3,2,Medium/High,RCB,67.0,51.0,57.0,60.0,85.0,85.0,"Injury Prone, Avoids Using Weaker Foot",46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,60+3,60+3,60+3,58+3,59+3,59+3,59+3,58+3,59+3,59+3,59+3,60+3,64+3,64+3,64+3,60+3,73+3,76+3,76+3,76+3,73+3,75+3,82+3,82+3,82+3,75+3
149,S. de Vrij,27,189,78,Netherlands,84,Right,4,2,Medium/High,CB,66.0,41.0,62.0,68.0,86.0,74.0,"Leadership, Long Passer (CPU AI Only)",49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,57+3,57+3,57+3,59+3,59+3,59+3,59+3,59+3,62+3,62+3,62+3,61+3,68+3,68+3,68+3,61+3,73+3,77+3,77+3,77+3,73+3,75+3,81+3,81+3,81+3,75+3
150,Felipe,30,190,83,Brazil,84,Right,3,2,Medium/High,LCB,64.0,41.0,57.0,60.0,84.0,87.0,"Diver, Long Passer (CPU AI Only)",45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,56+3,56+3,56+3,55+3,55+3,55+3,55+3,55+3,57+3,57+3,57+3,58+3,64+3,64+3,64+3,58+3,72+3,76+3,76+3,76+3,72+3,74+3,82+3,82+3,82+3,74+3
209,Bartra,28,184,73,Spain,83,Right,3,3,High/Medium,RCB,73.0,61.0,73.0,72.0,82.0,74.0,"Injury Prone, Argues with Officials",57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,69+3,69+3,69+3,70+3,71+3,71+3,71+3,70+3,73+3,73+3,73+3,71+3,76+3,76+3,76+3,71+3,76+3,80+3,80+3,80+3,76+3,77+3,80+3,80+3,80+3,77+3
211,David Luiz,32,189,86,Brazil,83,Right,3,3,Medium/Medium,LCB,61.0,65.0,74.0,70.0,82.0,77.0,"Long Throw-in, Leadership, Argues with Officials",68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81,68+3,68+3,68+3,67+3,68+3,68+3,68+3,67+3,69+3,69+3,69+3,68+3,74+3,74+3,74+3,68+3,74+3,79+3,79+3,79+3,74+3,75+3,80+3,80+3,80+3,75+3
213,M. Akanji,23,187,91,Switzerland,83,Right,3,2,Medium/High,RCB,78.0,45.0,68.0,72.0,83.0,80.0,,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,67+2,72+2,72+2,72+2,67+2,76+2,79+2,79+2,79+2,76+2,77+2,81+2,81+2,81+2,77+2
214,J. Stones,25,188,70,England,83,Right,4,3,High/Medium,RCB,68.0,36.0,70.0,72.0,84.0,77.0,Inflexible,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,78+2,81+2,81+2,81+2,78+2
215,Miranda,34,186,78,Brazil,83,Right,3,2,Medium/High,RCB,64.0,49.0,60.0,68.0,84.0,74.0,,48,43,80,70,51,67,32,39,69,71,62,66,61,80,57,70,81,59,77,41,82,85,43,58,49,81,85,85,83,61+3,61+3,61+3,60+3,61+3,61+3,61+3,60+3,62+3,62+3,62+3,62+3,66+3,66+3,66+3,62+3,71+3,76+3,76+3,76+3,71+3,74+3,81+3,81+3,81+3,74+3
217,E. Garay,32,189,90,Argentina,83,Right,3,2,Medium/Medium,RCB,43.0,60.0,67.0,62.0,82.0,81.0,Power Free-Kick,62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83,62+3,62+3,62+3,59+3,60+3,60+3,60+3,59+3,61+3,61+3,61+3,60+3,68+3,68+3,68+3,60+3,71+3,76+3,76+3,76+3,71+3,72+3,80+3,80+3,80+3,72+3
218,V. Kompany,33,190,85,Belgium,83,Right,3,2,Medium/High,LCB,50.0,53.0,65.0,64.0,84.0,79.0,"Power Free-Kick, Injury Prone, Giant Throw-in",61,45,83,73,46,63,61,52,66,70,48,51,50,80,41,73,61,65,87,55,83,82,41,59,63,81,85,85,81,61+3,61+3,61+3,59+3,60+3,60+3,60+3,59+3,61+3,61+3,61+3,61+3,67+3,67+3,67+3,61+3,72+3,76+3,76+3,76+3,72+3,73+3,81+3,81+3,81+3,73+3
220,Josué Chiamulera,27,185,80,Brazil,83,Right,3,2,Medium/Medium,RCB,80.0,43.0,56.0,64.0,85.0,77.0,,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,61+2,64+2,64+2,64+2,61+2,74+2,76+2,76+2,76+2,74+2,77+2,81+2,81+2,81+2,77+2
221,F. Acerbi,31,192,88,Italy,83,Left,3,3,Medium/Medium,CB,56.0,50.0,61.0,63.0,86.0,82.0,"Leadership, Long Passer (CPU AI Only)",25,37,82,73,39,65,62,56,77,72,61,52,33,83,35,75,66,82,86,60,75,86,20,65,72,85,87,86,85,58+2,58+2,58+2,55+2,59+2,59+2,59+2,55+2,61+2,61+2,61+2,59+2,70+2,70+2,70+2,59+2,71+2,80+2,80+2,80+2,71+2,74+2,82+2,82+2,82+2,74+2
222,D. Djené,27,178,72,Togo,83,Right,4,2,Medium/High,RCB,72.0,37.0,61.0,61.0,83.0,79.0,"Inflexible, Diver, Injury Prone, Leadership",60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,58+2,58+2,58+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,63+2,63+2,63+2,61+2,74+2,76+2,76+2,76+2,74+2,77+2,81+2,81+2,81+2,77+2
223,Raúl Albiol,33,190,82,Spain,83,Right,3,2,Low/High,RCB,48.0,41.0,61.0,63.0,86.0,72.0,,38,27,77,74,31,59,53,45,72,71,50,46,53,82,56,65,76,45,81,53,81,86,30,57,37,75,89,87,85,55+3,55+3,55+3,53+3,56+3,56+3,56+3,53+3,58+3,58+3,58+3,55+3,65+3,65+3,65+3,55+3,68+3,77+3,77+3,77+3,68+3,71+3,82+3,82+3,82+3,71+3
224,A. Romagnoli,24,188,78,Italy,83,Left,3,2,Medium/High,LCB,63.0,40.0,55.0,66.0,85.0,79.0,Leadership,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,58+2,58+2,58+2,58+2,65+2,65+2,65+2,58+2,71+2,77+2,77+2,77+2,71+2,74+2,81+2,81+2,81+2,74+2
225,J. Tah,23,195,97,Germany,83,Right,4,2,Medium/Medium,RCB,71.0,27.0,59.0,57.0,83.0,81.0,,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2
303,H. Maguire,26,194,100,England,82,Right,3,2,High/High,LCB,50.0,53.0,64.0,69.0,81.0,84.0,"Diver, Leadership, Long Passer (CPU AI Only)",44,48,87,76,47,69,38,46,75,75,47,53,54,80,56,68,84,70,90,52,84,78,61,66,44,82,81,83,79,66+2,66+2,66+2,62+2,65+2,65+2,65+2,62+2,66+2,66+2,66+2,64+2,71+2,71+2,71+2,64+2,70+2,78+2,78+2,78+2,70+2,72+2,81+2,81+2,81+2,72+2
304,Juiano Mestres,35,181,82,Brazil,82,Right,3,2,High/Medium,RCB,71.0,61.0,57.0,62.0,82.0,80.0,Long Passer (CPU AI Only),40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84,66+2,66+2,66+2,60+2,63+2,63+2,63+2,60+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,71+2,73+2,73+2,73+2,71+2,74+2,80+2,80+2,80+2,74+2
305,Gabriel Paulista,28,187,79,Brazil,82,Right,2,2,Low/High,LCB,71.0,49.0,69.0,65.0,83.0,81.0,Injury Prone,67,42,81,76,48,60,57,46,71,69,72,70,67,81,66,61,80,77,82,50,85,82,51,65,51,69,83,83,82,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,66+2,69+2,69+2,69+2,66+2,76+2,78+2,78+2,78+2,76+2,77+2,81+2,81+2,81+2,77+2
307,V. ?orluka,33,192,84,Croatia,82,Right,3,3,High/Medium,LCB,58.0,49.0,65.0,67.0,81.0,82.0,"Power Free-Kick, Avoids Using Weaker Foot, Leadership",68,44,83,68,38,67,66,60,67,73,49,65,57,73,46,64,81,75,86,50,81,77,45,57,49,78,79,83,82,61+3,61+3,61+3,61+3,60+3,60+3,60+3,61+3,61+3,61+3,61+3,63+3,66+3,66+3,66+3,63+3,73+3,74+3,74+3,74+3,73+3,74+3,79+3,79+3,79+3,74+3
311,S. Kjær,30,191,84,Denmark,82,Right,3,2,Low/High,RCB,65.0,55.0,63.0,55.0,81.0,78.0,,50,55,81,76,37,46,52,69,69,70,64,65,48,75,53,78,74,70,81,41,82,82,31,49,61,69,81,82,79,61+3,61+3,61+3,56+3,58+3,58+3,58+3,56+3,58+3,58+3,58+3,59+3,64+3,64+3,64+3,59+3,71+3,75+3,75+3,75+3,71+3,73+3,79+3,79+3,79+3,73+3
312,S. Coates,28,196,92,Uruguay,82,Right,3,2,Medium/Medium,RCB,54.0,43.0,55.0,59.0,83.0,85.0,"Diver, Injury Prone",17,42,80,70,39,64,39,19,74,62,44,63,32,75,31,50,50,77,94,30,83,80,49,64,72,74,84,85,85,58+3,58+3,58+3,53+3,58+3,58+3,58+3,53+3,59+3,59+3,59+3,57+3,66+3,66+3,66+3,57+3,67+3,76+3,76+3,76+3,67+3,70+3,80+3,80+3,80+3,70+3
390,V. Lindelöf,24,187,80,Sweden,81,Right,4,3,Medium/High,RCB,74.0,50.0,72.0,72.0,82.0,78.0,"Diver, Leadership",62,42,79,79,38,71,64,59,78,76,72,76,67,82,62,70,80,76,78,52,81,81,51,70,54,83,82,83,79,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,69+2,69+2,69+2,69+2,73+2,73+2,73+2,69+2,76+2,79+2,79+2,79+2,76+2,77+2,80+2,80+2,80+2,77+2
393,M. Ginter,25,191,89,Germany,81,Right,3,2,Medium/Medium,RCB,62.0,58.0,69.0,65.0,82.0,77.0,Giant Throw-in,68,55,85,77,53,62,44,42,71,72,54,69,55,79,49,74,65,74,82,46,69,80,55,69,67,71,83,84,77,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,67+2,70+2,70+2,70+2,67+2,74+2,77+2,77+2,77+2,74+2,75+2,79+2,79+2,79+2,75+2
394,J. Mathieu,35,189,84,France,81,Left,2,2,High/Medium,LCB,68.0,64.0,73.0,62.0,83.0,81.0,"Power Free-Kick, Injury Prone",77,52,80,74,61,65,82,79,77,62,65,70,51,74,43,80,65,78,87,74,72,82,58,58,78,76,86,83,83,67+3,67+3,67+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,67+3,69+3,69+3,69+3,67+3,76+3,76+3,76+3,76+3,76+3,77+3,80+3,80+3,80+3,77+3
396,N. Nkoulou,29,184,77,Cameroon,81,Right,3,2,Medium/Medium,CB,70.0,44.0,64.0,70.0,82.0,74.0,,60,33,77,72,64,68,37,28,70,72,70,70,66,78,74,58,83,64,77,46,79,83,54,63,50,78,82,83,78,61+3,61+3,61+3,63+3,62+3,62+3,62+3,63+3,64+3,64+3,64+3,65+3,68+3,68+3,68+3,65+3,73+3,75+3,75+3,75+3,73+3,74+3,79+3,79+3,79+3,74+3
397,B. Höwedes,31,188,77,Germany,81,Right,3,2,Medium/Medium,RCB,52.0,48.0,62.0,63.0,82.0,74.0,"Power Free-Kick, Long Passer (CPU AI Only)",56,51,84,70,45,62,48,52,66,65,52,52,60,78,61,57,78,63,78,31,78,81,51,57,56,84,82,83,81,60+3,60+3,60+3,58+3,59+3,59+3,59+3,58+3,60+3,60+3,60+3,60+3,64+3,64+3,64+3,60+3,70+3,74+3,74+3,74+3,70+3,72+3,79+3,79+3,79+3,72+3
398,L. Koscielny,33,186,75,France,81,Right,3,2,Low/High,CB,60.0,43.0,63.0,64.0,82.0,74.0,"Power Free-Kick, Long Passer (CPU AI Only)",52,37,81,76,35,62,31,49,70,68,58,61,58,77,61,54,78,63,75,47,86,84,41,56,51,75,81,83,83,57+3,57+3,57+3,58+3,58+3,58+3,58+3,58+3,60+3,60+3,60+3,60+3,66+3,66+3,66+3,60+3,71+3,76+3,76+3,76+3,71+3,73+3,80+3,80+3,80+3,73+3
399,José Fonte,35,187,81,Portugal,81,Right,3,2,Medium/High,RCB,36.0,38.0,54.0,60.0,81.0,76.0,"Injury Prone, Avoids Using Weaker Foot, Leadership, Long Passer (CPU AI Only)",36,40,82,68,34,58,33,32,58,64,34,38,58,73,54,39,72,60,82,29,84,80,42,55,43,73,81,83,80,53+3,53+3,53+3,51+3,53+3,53+3,53+3,51+3,55+3,55+3,55+3,53+3,61+3,61+3,61+3,53+3,64+3,72+3,72+3,72+3,64+3,67+3,78+3,78+3,78+3,67+3
401,W. Orban,26,186,83,Hungary,81,Right,3,2,Medium/High,LCB,52.0,37.0,52.0,56.0,82.0,80.0,"Diver, Long Passer (CPU AI Only)",39,40,86,69,33,53,28,32,57,59,51,53,48,75,56,39,90,68,85,29,80,79,36,42,41,70,79,85,80,53+2,53+2,53+2,50+2,51+2,51+2,51+2,50+2,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,67+2,72+2,72+2,72+2,67+2,69+2,79+2,79+2,79+2,69+2
402,A. Izzo,27,183,78,Italy,81,Right,4,2,Medium/Medium,RCB,68.0,33.0,48.0,65.0,83.0,75.0,,35,19,81,64,38,62,26,26,64,66,69,67,64,80,66,56,76,65,77,44,81,83,16,33,37,76,83,84,82,51+2,51+2,51+2,51+2,51+2,51+2,51+2,51+2,52+2,52+2,52+2,54+2,58+2,58+2,58+2,54+2,69+2,73+2,73+2,73+2,69+2,72+2,79+2,79+2,79+2,72+2
510,K. Vogt,27,194,85,Germany,80,Right,3,2,High/Medium,CB,73.0,57.0,71.0,67.0,80.0,79.0,"Avoids Using Weaker Foot, Leadership",60,50,79,79,51,67,50,62,83,71,66,79,59,78,46,78,54,70,85,57,81,82,55,67,53,78,81,80,78,67+2,67+2,67+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,68+2,72+2,72+2,72+2,68+2,74+2,78+2,78+2,78+2,74+2,75+2,79+2,79+2,79+2,75+2
517,J. Guilavogui,28,188,77,France,80,Right,3,2,Medium/High,CB,59.0,59.0,67.0,65.0,83.0,79.0,,52,49,83,78,49,63,42,53,75,74,64,55,53,79,50,78,79,75,80,66,81,84,61,67,50,75,82,82,82,67+2,67+2,67+2,64+2,66+2,66+2,66+2,64+2,67+2,67+2,67+2,66+2,72+2,72+2,72+2,66+2,73+2,78+2,78+2,78+2,73+2,75+2,80+2,80+2,80+2,75+2
