,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
103,G. Donnarumma,20,196,90,Italy,85,Right,3,1,Medium/Medium,GK,,,,,,,"Swerve Pass, Acrobatic Clearance",12,12,12,34,8,28,12,14,24,28,46,54,64,79,38,56,72,34,72,18,30,26,14,50,24,68,20,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,
104,A. Lopes,28,184,81,Portugal,85,Left,2,1,Medium/Medium,GK,,,,,,,"Giant Throw-in, Swerve Pass, Acrobatic Clearance",19,18,16,32,13,15,15,14,31,21,63,64,67,84,62,56,82,36,73,18,43,25,9,48,16,65,13,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P. Gulácsi,29,192,86,Hungary,85,Right,2,1,Medium/Medium,GK,,,,,,,,16,10,23,29,10,19,18,11,25,25,42,44,41,82,42,61,67,35,74,12,34,23,11,42,24,45,25,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,
106,R. Bürki,28,187,85,Switzerland,85,Right,2,1,Medium/Medium,GK,,,,,,,,15,8,17,37,13,12,13,12,24,23,44,54,49,83,52,56,74,36,74,14,35,18,10,50,20,58,11,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Kepa,24,186,85,Spain,84,Right,4,1,Medium/Medium,GK,,,,,,,"Flair, Flair Passes",25,11,18,51,18,10,25,19,53,16,34,33,41,78,39,65,71,37,51,14,18,21,15,57,24,63,19,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
152,B. Leno,27,190,83,Germany,84,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,
153,J. Pavlenka,27,196,81,Czech Republic,84,Right,3,1,Medium/Medium,GK,,,,,,,Flair Passes,11,16,14,28,19,12,10,14,17,19,35,37,39,82,27,53,36,20,68,17,22,13,14,25,18,39,12,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,
154,S. Ruffier,32,188,93,France,84,Right,3,1,Medium/Medium,GK,,,,,,,Flair Passes,11,11,12,33,13,12,17,12,34,15,45,50,51,79,55,56,72,37,76,11,31,25,12,49,25,66,13,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
155,S. Sirigu,32,192,80,Italy,84,Right,2,1,Medium/Medium,GK,,,,,,,"Diver, Flair",13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Y. Sommer,30,183,79,Switzerland,84,Right,4,1,Medium/Medium,GK,,,,,,,"Swerve Pass, Acrobatic Clearance",13,13,10,40,8,15,12,13,31,25,48,54,55,81,58,61,73,45,68,12,38,21,15,58,24,57,9,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Pau López,24,189,77,Spain,83,Left,3,1,Medium/Medium,GK,,,,,,,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,
227,J. Pickford,25,185,77,England,83,Left,4,1,Medium/Medium,GK,,,,,,,"Leadership, Swerve Pass, Flair Passes",17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,
228,K. Casteels,27,197,86,Belgium,83,Left,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,
229,K. Trapp,28,189,86,Germany,83,Right,4,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,
230,J. Cillessen,30,185,83,Netherlands,83,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
233,R. Jarstein,34,190,86,Norway,83,Right,4,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,18,13,16,34,16,11,10,14,34,23,40,46,35,76,45,57,59,31,70,18,34,19,15,37,13,55,12,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
234,K. Schmeichel,32,189,89,Denmark,83,Right,3,1,Medium/Medium,GK,,,,,,,Avoids Using Weaker Foot,18,12,16,44,15,12,13,15,46,40,56,60,62,81,47,59,60,34,64,14,35,20,13,59,26,67,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Rui Patrício,31,190,84,Portugal,83,Left,2,1,Medium/Medium,GK,,,,,,,"Diver, Second Wind",12,12,11,31,17,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64,32,66,14,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,
236,L. Hrádecký,29,192,85,Finland,83,Right,3,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",11,11,11,15,9,10,11,15,20,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
316,T. Strakosha,24,193,78,Albania,82,Right,2,1,Medium/Medium,GK,,,,,,,"Swerve Pass, Second Wind",18,18,11,26,11,14,14,12,22,15,41,46,45,74,47,56,56,23,66,14,20,24,18,49,21,61,20,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,
317,A. Onana,23,187,93,Cameroon,82,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,15,12,20,33,13,26,30,17,26,38,64,62,68,80,53,65,80,39,67,17,29,15,11,62,27,57,12,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,
318,A. Areola,26,195,94,France,82,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,13,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,
320,B. Lecomte,28,186,78,France,82,Left,3,1,Medium/Medium,GK,,,,,,,Flair Passes,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,59,62,34,55,10,23,24,10,41,20,63,17,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Pacheco,27,186,81,Spain,82,Left,2,1,Medium/Medium,GK,,,,,,,Flair,14,16,10,28,13,13,20,20,29,15,48,42,62,78,53,53,73,43,75,15,29,26,14,48,23,61,17,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,
322,David Soria,26,192,85,Spain,82,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,15,19,24,24,19,16,23,11,33,19,49,34,45,78,42,53,60,43,76,18,24,18,12,45,23,58,22,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Sergio Asenjo,30,189,87,Spain,82,Right,3,1,Medium/Medium,GK,,,,,,,"Power Free-Kick, Acrobatic Clearance",24,14,13,39,15,15,23,22,39,14,59,54,62,79,58,58,73,41,73,13,20,22,12,46,15,64,24,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
324,O. Baumann,29,187,82,Germany,82,Right,1,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair Passes",14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,53,73,39,69,13,32,21,10,41,22,52,15,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,
326,L. Fabia?ski,34,190,83,Poland,82,Right,2,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",14,13,11,20,17,14,18,12,32,22,50,47,52,75,44,53,68,25,65,20,43,16,15,52,22,63,14,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Raphaelito Anjos,31,190,85,Brazil,82,Right,2,1,Medium/Medium,GK,,,,,,,Giant Throw-in,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,58,67,29,79,7,34,23,27,71,14,67,20,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,
403,A. Cragno,25,184,78,Italy,81,Right,3,1,Medium/Medium,GK,,,,,,,Flair Passes,15,12,12,26,13,13,11,12,25,21,41,37,37,71,43,52,74,43,55,17,33,19,15,42,31,59,20,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
404,G. Rulli,27,189,84,Argentina,81,Right,3,1,Medium/Medium,GK,,,,,,,,12,15,12,32,16,14,19,20,23,15,54,48,58,76,50,58,65,42,73,17,26,21,12,58,24,61,15,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,
405,T. Horn,26,192,90,Germany,81,Left,3,1,Medium/Medium,GK,,,,,,,Second Wind,19,13,14,35,14,20,12,15,32,22,45,51,50,76,31,59,64,31,67,17,41,22,15,55,21,25,14,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Jordi Masip,30,180,76,Spain,81,Right,4,1,Medium/Medium,GK,,,,,,,"Second Wind, Flair Passes",20,12,13,42,19,17,21,20,38,25,65,65,70,77,67,54,85,41,54,13,21,16,11,62,12,65,21,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
407,T. Vaclík,30,188,85,Czech Republic,81,Right,3,1,Medium/Medium,GK,,,,,,,"Giant Throw-in, Swerve Pass, Acrobatic Clearance",15,14,19,17,13,14,17,16,38,20,36,37,36,78,56,56,73,38,73,16,29,23,15,68,13,60,20,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,
408,A. Consigli,32,189,82,Italy,81,Right,3,1,Medium/Medium,GK,,,,,,,,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,80,31,51,19,11,15,10,46,21,63,10,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,
410,F. Muslera,33,190,74,Uruguay,81,Right,2,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair, Giant Throw-in, Swerve Pass",15,10,12,44,10,25,14,10,47,23,60,62,68,76,62,56,84,45,68,10,32,23,13,58,24,53,12,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,
546,M. Maignan,23,191,89,France,80,Right,3,1,Medium/Medium,GK,,,,,,,,18,13,17,36,16,22,14,16,27,24,47,46,39,79,55,59,72,39,76,20,17,24,14,50,15,55,14,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,
547,D. Livakovi?,23,187,79,Croatia,80,Right,3,1,Medium/Medium,GK,,,,,,,Flair Passes,13,12,13,46,10,19,12,11,49,28,53,48,64,80,30,56,61,32,70,9,26,21,11,60,15,64,24,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,
548,O. Vlachodimos,25,188,77,Greece,80,Right,3,1,Medium/Medium,GK,,,,,,,"Second Wind, Flair Passes",15,12,13,27,14,13,17,13,24,23,42,44,60,83,38,50,74,39,68,16,32,23,14,46,18,56,17,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,
549,E. Andrada,28,194,81,Argentina,80,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,15,14,13,35,18,16,14,15,34,20,45,44,34,73,43,60,54,45,59,13,24,25,19,48,19,44,22,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,
550,W. Benítez,26,191,91,Argentina,80,Right,2,1,Medium/Medium,GK,,,,,,,,12,14,13,26,13,15,19,17,27,14,48,48,43,75,40,56,57,42,80,14,28,21,18,46,25,62,17,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,
551,J. Zoet,28,189,88,Netherlands,80,Right,4,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,17,12,19,37,19,15,13,20,38,34,57,45,54,77,42,58,57,40,66,17,18,21,11,57,27,61,25,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,
552,M. Ryan,27,184,82,Australia,80,Right,4,1,Medium/Medium,GK,,,,,,,"Flair, Swerve Pass",23,11,14,40,15,13,23,12,45,24,53,52,53,73,50,62,78,34,68,18,36,23,10,68,25,64,10,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,
553,M. Dúbravka,30,190,80,Slovakia,80,Right,2,1,Medium/Medium,GK,,,,,,,"Flair, Acrobatic Clearance",12,10,12,48,11,19,15,13,45,35,49,44,44,73,60,61,75,40,60,17,26,25,10,54,20,59,19,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
554,M. Dmitrovi?,27,194,94,Serbia,80,Left,2,1,Medium/Medium,GK,,,,,,,Flair,30,20,20,40,20,8,20,9,40,9,39,35,32,73,37,59,50,45,79,17,20,17,9,45,9,59,19,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Moyá,35,188,83,Spain,80,Right,2,1,Medium/Medium,GK,,,,,,,Flair Passes,11,11,12,31,13,13,16,12,35,24,46,34,54,74,49,61,62,30,57,16,22,11,10,68,11,60,15,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Diego López,37,196,89,Spain,80,Right,3,1,Medium/Medium,GK,,,,,,,"Giant Throw-in, Acrobatic Clearance",11,12,10,28,14,11,10,11,23,23,34,52,48,78,47,56,68,42,66,11,36,16,11,53,21,62,16,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
557,I. Akinfeev,33,186,78,Russia,80,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair, Giant Throw-in, Flair Passes",19,13,18,23,10,15,19,13,22,22,51,50,53,71,45,59,62,35,72,13,24,17,11,59,10,67,18,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
558,B. Costil,31,187,88,France,80,Right,3,1,Medium/Medium,GK,,,,,,,Diver,11,14,15,35,12,13,12,11,33,12,49,53,38,76,45,59,49,28,65,15,22,22,12,44,15,58,16,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,
559,B. Foster,36,193,90,England,80,Left,3,1,Medium/Medium,GK,,,,,,,"Flair, Swerve Pass, Acrobatic Clearance, Flair Passes",15,18,14,36,14,14,15,17,32,25,50,48,45,76,50,55,73,32,57,14,15,23,14,42,41,63,22,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
560,T. Heaton,33,187,92,England,80,Right,3,1,Medium/Medium,GK,,,,,,,Flair,17,12,16,32,12,17,15,13,37,28,56,55,54,75,52,56,73,40,66,12,31,24,12,46,24,62,16,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,
561,S. Mandanda,34,185,80,France,80,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Giant Throw-in",14,13,13,42,13,15,13,12,33,17,53,43,52,78,36,56,74,31,61,7,37,23,11,55,11,64,13,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,
566,F. Armani,32,189,88,Argentina,80,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,18,11,19,34,18,19,14,16,21,32,40,40,40,78,34,53,65,28,82,17,35,21,18,55,20,51,10,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,
741,A. Lafont,20,193,82,France,79,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,53,73,40,70,9,20,17,4,47,16,59,20,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,
742,L. Karius,26,189,87,Germany,79,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,14,18,14,38,14,16,12,14,41,23,55,54,51,74,43,59,74,36,64,16,21,13,8,50,19,60,9,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
743,N. Pope,27,200,76,England,79,Right,3,1,Medium/Medium,GK,,,,,,,"Acrobatic Clearance, Flair Passes",11,14,11,32,14,15,13,12,35,24,50,47,36,70,45,56,72,37,73,15,36,21,13,43,22,62,14,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
746,N. Guzmán,33,193,94,Argentina,79,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,20,10,15,40,12,21,18,22,46,25,51,52,70,77,57,53,66,38,80,17,33,29,19,55,12,65,26,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Guaita,32,190,80,Spain,79,Right,3,1,Medium/Medium,GK,,,,,,,"Power Free-Kick, Flair, Swerve Pass",35,11,20,39,13,16,32,20,33,24,51,52,63,74,48,58,68,41,62,15,24,27,13,52,29,62,23,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Herrerín,31,187,89,Spain,79,Right,3,1,Medium/Medium,GK,,,,,,,Flair,14,13,14,16,15,19,15,12,29,12,48,39,49,73,55,63,67,42,80,16,37,23,16,40,25,58,16,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Gabri Prestão,27,186,80,Brazil,79,Right,3,1,Medium/Medium,GK,,,,,,,Flair,8,9,7,11,8,18,12,13,12,20,58,62,66,76,43,53,60,23,60,12,35,12,5,60,15,64,22,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,
972,A. Meret,22,190,83,Italy,78,Left,3,1,Medium/Medium,GK,,,,,,,,15,17,19,29,20,16,20,21,22,22,41,48,37,74,48,53,68,29,65,17,22,22,20,21,21,67,10,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,
973,J. Butland,26,196,95,England,78,Right,3,1,Medium/Medium,GK,,,,,,,"Diver, Avoids Using Weaker Foot, Acrobatic Clearance",11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,53,76,40,79,13,40,27,16,40,42,62,23,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,
974,J. Musso,25,191,93,Argentina,78,Right,3,1,Medium/Medium,GK,,,,,,,,20,18,15,31,15,16,16,12,24,20,46,42,32,59,39,56,51,35,70,14,27,18,19,48,25,67,12,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,
975,José Sá,26,192,85,Portugal,78,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,51,70,34,72,18,20,18,17,55,11,32,14,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,
977,M. Sels,27,190,88,Belgium,78,Right,2,1,Medium/Medium,GK,,,,,,,,16,16,14,32,19,19,17,17,30,33,37,35,36,72,34,55,70,30,67,18,24,13,18,45,22,60,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Joel Robles,29,195,90,Spain,78,Right,2,1,Medium/Medium,GK,,,,,,,,12,11,12,15,13,18,11,20,26,25,46,50,43,66,39,57,61,25,69,11,23,22,13,41,15,54,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,
979,A. Schwolow,27,190,84,Germany,78,Right,3,1,Medium/Medium,GK,,,,,,,Second Wind,9,12,12,26,11,15,13,16,23,22,36,38,40,76,42,53,72,31,67,15,26,13,10,34,22,32,16,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,
983,S. Mignolet,31,193,87,Belgium,78,Right,2,1,Medium/Medium,GK,,,,,,,"Acrobatic Clearance, Flair Passes",11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,47,69,31,72,16,34,21,14,43,41,61,7,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Guilherme,33,195,95,Russia,78,Right,2,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair",13,11,13,39,13,16,19,12,33,21,37,40,54,74,30,54,62,34,71,16,35,21,13,55,12,65,14,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,
986,R. Zieler,30,188,81,Germany,78,Right,3,1,Medium/Medium,GK,,,,,,,,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,20,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
988,A. Marchesín,31,188,85,Argentina,78,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Flair Passes",18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,56,75,38,59,12,45,15,18,65,14,64,22,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,
990,G. Arias,31,187,91,Chile,78,Right,3,1,Medium/Medium,GK,,,,,,,Swerve Pass,15,19,17,37,14,15,18,20,19,20,35,39,34,68,56,56,60,32,60,16,25,16,17,47,24,42,10,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
991,M. Campaña,30,185,75,Uruguay,78,Right,3,1,Medium/Medium,GK,,,,,,,"Avoids Using Weaker Foot, Giant Throw-in, Swerve Pass, Acrobatic Clearance, Flair Passes",21,16,18,33,12,18,15,13,28,31,42,48,40,71,44,59,60,19,81,17,27,26,18,60,23,54,25,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,E. Audero,22,192,83,Italy,77,Right,2,1,Medium/Medium,GK,,,,,,,,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,P. Bernardoni,22,190,78,France,77,Left,2,1,Medium/Medium,GK,,,,,,,"Acrobatic Clearance, Flair Passes",12,13,21,28,17,16,15,18,24,25,31,27,21,63,34,55,70,36,68,16,29,25,15,21,19,55,16,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Cláudio Ramos,27,182,78,Portugal,77,Right,3,1,Medium/Medium,GK,,,,,,,"Diver, Flair, Flair Passes",10,14,21,25,10,16,15,13,23,20,50,54,65,75,65,49,76,44,77,16,27,21,10,55,13,44,21,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,T. Koubek,26,197,95,Czech Republic,77,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,13,12,13,14,19,17,18,16,20,20,39,43,25,70,29,54,53,33,79,17,31,11,12,39,20,54,14,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,E. Mendy,27,197,86,Senegal,77,Right,2,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,10,5,10,20,9,13,13,14,22,11,36,33,48,76,27,53,39,35,67,9,22,13,6,37,13,56,10,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,M. Bizot,28,194,85,Netherlands,77,Right,2,1,Medium/Medium,GK,,,,,,,Flair,20,15,16,28,13,12,20,15,33,32,45,47,50,77,40,50,67,32,64,14,39,17,13,47,36,60,11,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,B. Reynet,28,185,90,France,77,Right,3,1,Medium/Medium,GK,,,,,,,Acrobatic Clearance,15,17,14,33,19,11,10,14,32,21,45,45,43,75,24,56,62,34,68,15,36,16,12,35,19,62,13,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Renan Ribeiro,29,193,87,Brazil,77,Right,2,1,Medium/Medium,GK,,,,,,,Second Wind,12,12,16,19,9,14,18,11,11,19,50,48,59,76,29,50,74,30,70,12,13,26,11,56,14,48,18,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,A. Paschalakis,29,197,92,Greece,77,Right,2,1,Medium/Medium,GK,,,,,,,Second Wind,12,12,17,22,12,18,16,12,25,11,53,47,56,76,59,51,74,34,76,12,41,15,4,45,30,59,19,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,
